,id,product,f,p,y,Yogurt1,Yogurt2,Yogurt3
52,14,1,0.0,0.108,0.0,1,0,0
53,14,2,0.0,0.081,0.0,0,1,0
54,14,3,0.0,0.050000001,0.0,0,0,1
55,14,4,0.0,0.086000003,1.0,0,0,0
56,15,1,0.0,0.108,0.0,1,0,0
57,15,2,0.0,0.081,0.0,0,1,0
58,15,3,0.0,0.050000001,0.0,0,0,1
59,15,4,0.0,0.079000004,1.0,0,0,0
60,16,1,0.0,0.108,0.0,1,0,0
61,16,2,0.0,0.081,0.0,0,1,0
62,16,3,0.0,0.050000001,0.0,0,0,1
63,16,4,0.0,0.079000004,1.0,0,0,0
64,17,1,0.0,0.108,0.0,1,0,0
65,17,2,0.0,0.081,0.0,0,1,0
66,17,3,0.0,0.050000001,0.0,0,0,1
67,17,4,0.0,0.079000004,1.0,0,0,0
68,18,1,0.0,0.108,0.0,1,0,0
69,18,2,0.0,0.081,0.0,0,1,0
70,18,3,0.0,0.050000001,0.0,0,0,1
71,18,4,0.0,0.079000004,1.0,0,0,0
72,19,1,0.0,0.108,0.0,1,0,0
73,19,2,0.0,0.081,0.0,0,1,0
74,19,3,0.0,0.050000001,0.0,0,0,1
75,19,4,0.0,0.079000004,1.0,0,0,0
76,20,1,0.0,0.108,0.0,1,0,0
77,20,2,0.0,0.081,0.0,0,1,0
78,20,3,0.0,0.050000001,0.0,0,0,1
79,20,4,0.0,0.081,1.0,0,0,0
80,21,1,0.0,0.108,0.0,1,0,0
81,21,2,0.0,0.081,0.0,0,1,0
82,21,3,0.0,0.050000001,0.0,0,0,1
83,21,4,0.0,0.079000004,1.0,0,0,0
84,22,1,0.0,0.108,0.0,1,0,0
85,22,2,0.0,0.081,0.0,0,1,0
86,22,3,0.0,0.050000001,0.0,0,0,1
87,22,4,0.0,0.079000004,1.0,0,0,0
88,23,1,0.0,0.108,0.0,1,0,0
89,23,2,0.0,0.081,0.0,0,1,0
90,23,3,0.0,0.050000001,0.0,0,0,1
91,23,4,0.0,0.079000004,1.0,0,0,0
92,24,1,0.0,0.108,0.0,1,0,0
93,24,2,0.0,0.081,0.0,0,1,0
94,24,3,0.0,0.050000001,0.0,0,0,1
95,24,4,0.0,0.081,1.0,0,0,0
96,25,1,0.0,0.112,0.0,1,0,0
97,25,2,0.0,0.081,0.0,0,1,0
98,25,3,0.0,0.050000001,0.0,0,0,1
99,25,4,0.0,0.079000004,1.0,0,0,0
100,26,1,0.0,0.112,0.0,1,0,0
101,26,2,0.0,0.081,0.0,0,1,0
102,26,3,0.0,0.050000001,0.0,0,0,1
103,26,4,0.0,0.079000004,1.0,0,0,0
104,27,1,0.0,0.112,0.0,1,0,0
105,27,2,0.0,0.081,0.0,0,1,0
106,27,3,0.0,0.050000001,0.0,0,0,1
107,27,4,0.0,0.079000004,1.0,0,0,0
108,28,1,0.0,0.108,0.0,1,0,0
109,28,2,0.0,0.081,0.0,0,1,0
110,28,3,0.0,0.050000001,0.0,0,0,1
111,28,4,0.0,0.081,1.0,0,0,0
112,29,1,0.0,0.11,0.0,1,0,0
113,29,2,0.0,0.048999999,1.0,0,1,0
114,29,3,0.0,0.061000001,0.0,0,0,1
115,29,4,0.0,0.079000004,0.0,0,0,0
116,30,1,0.0,0.103,0.0,1,0,0
117,30,2,0.0,0.044,1.0,0,1,0
118,30,3,0.0,0.048999999,0.0,0,0,1
119,30,4,0.0,0.079000004,0.0,0,0,0
120,31,1,0.0,0.103,0.0,1,0,0
121,31,2,0.0,0.044,1.0,0,1,0
122,31,3,0.0,0.048999999,0.0,0,0,1
123,31,4,0.0,0.079000004,0.0,0,0,0
124,32,1,0.0,0.032000002,1.0,1,0,0
125,32,2,0.0,0.094999999,0.0,0,1,0
126,32,3,0.0,0.057999998,0.0,0,0,1
127,32,4,0.0,0.103,0.0,0,0,0
128,33,1,0.0,0.108,1.0,1,0,0
129,33,2,0.0,0.094999999,0.0,0,1,0
130,33,3,0.0,0.057999998,0.0,0,0,1
131,33,4,0.0,0.103,0.0,0,0,0
132,34,1,0.0,0.108,1.0,1,0,0
133,34,2,0.0,0.094999999,0.0,0,1,0
134,34,3,0.0,0.057999998,0.0,0,0,1
135,34,4,0.0,0.103,0.0,0,0,0
136,35,1,0.0,0.055,1.0,1,0,0
137,35,2,0.0,0.086000003,0.0,0,1,0
138,35,3,0.0,0.054000001,0.0,0,0,1
139,35,4,0.0,0.079000004,0.0,0,0,0
140,36,1,0.0,0.082999997,1.0,1,0,0
141,36,2,0.0,0.086000003,0.0,0,1,0
142,36,3,0.0,0.054000001,0.0,0,0,1
143,36,4,0.0,0.079000004,0.0,0,0,0
144,37,1,0.0,0.082999997,1.0,1,0,0
145,37,2,0.0,0.086000003,0.0,0,1,0
146,37,3,0.0,0.054000001,0.0,0,0,1
147,37,4,0.0,0.079000004,0.0,0,0,0
148,38,1,0.0,0.115,1.0,1,0,0
149,38,2,0.0,0.086000003,0.0,0,1,0
150,38,3,0.0,0.056000002,0.0,0,0,1
151,38,4,1.0,0.063000001,0.0,0,0,0
152,39,1,0.0,0.032000002,1.0,1,0,0
153,39,2,0.0,0.086000003,0.0,0,1,0
154,39,3,0.0,0.056000002,0.0,0,0,1
155,39,4,1.0,0.063000001,0.0,0,0,0
156,40,1,0.0,0.115,0.0,1,0,0
157,40,2,0.0,0.086000003,0.0,0,1,0
158,40,3,0.0,0.061000001,0.0,0,0,1
159,40,4,1.0,0.063000001,1.0,0,0,0
160,41,1,0.0,0.115,0.0,1,0,0
161,41,2,0.0,0.055,1.0,0,1,0
162,41,3,0.0,0.061000001,0.0,0,0,1
163,41,4,0.0,0.064000003,0.0,0,0,0
164,42,1,0.0,0.115,0.0,1,0,0
165,42,2,0.0,0.063000001,1.0,0,1,0
166,42,3,1.0,0.061000001,0.0,0,0,1
167,42,4,0.0,0.079000004,0.0,0,0,0
168,43,1,0.0,0.041999999,0.0,1,0,0
169,43,2,0.0,0.030999999,1.0,0,1,0
170,43,3,0.0,0.061000001,0.0,0,0,1
171,43,4,1.0,0.063000001,0.0,0,0,0
172,44,1,0.0,0.11,0.0,1,0,0
173,44,2,0.0,0.081,0.0,0,1,0
174,44,3,0.0,0.066,1.0,0,0,1
175,44,4,0.0,0.079000004,0.0,0,0,0
176,45,1,0.0,0.11,0.0,1,0,0
177,45,2,0.0,0.081,0.0,0,1,0
178,45,3,0.0,0.066,1.0,0,0,1
179,45,4,0.0,0.079000004,0.0,0,0,0
180,46,1,0.0,0.13500001,0.0,1,0,0
181,46,2,0.0,0.081,1.0,0,1,0
182,46,3,0.0,0.066,0.0,0,0,1
183,46,4,0.0,0.079000004,0.0,0,0,0
184,47,1,0.0,0.13500001,0.0,1,0,0
185,47,2,0.0,0.081,1.0,0,1,0
186,47,3,0.0,0.066,0.0,0,0,1
187,47,4,0.0,0.079000004,0.0,0,0,0
188,48,1,0.0,0.11,0.0,1,0,0
189,48,2,0.0,0.081,0.0,0,1,0
190,48,3,0.0,0.061000001,1.0,0,0,1
191,48,4,0.0,0.079000004,0.0,0,0,0
192,49,1,0.0,0.11,0.0,1,0,0
193,49,2,0.0,0.081,0.0,0,1,0
194,49,3,0.0,0.061000001,1.0,0,0,1
195,49,4,0.0,0.079000004,0.0,0,0,0
196,50,1,0.0,0.103,0.0,1,0,0
197,50,2,0.0,0.081,0.0,0,1,0
198,50,3,0.0,0.048999999,1.0,0,0,1
199,50,4,0.0,0.079000004,0.0,0,0,0
200,51,1,0.0,0.108,0.0,1,0,0
201,51,2,0.0,0.086000003,1.0,0,1,0
202,51,3,0.0,0.050000001,0.0,0,0,1
203,51,4,0.0,0.079000004,0.0,0,0,0
204,52,1,0.0,0.112,0.0,1,0,0
205,52,2,0.0,0.086000003,1.0,0,1,0
206,52,3,1.0,0.061000001,0.0,0,0,1
207,52,4,0.0,0.079000004,0.0,0,0,0
208,53,1,0.0,0.025,1.0,1,0,0
209,53,2,0.0,0.086000003,0.0,0,1,0
210,53,3,0.0,0.054000001,0.0,0,0,1
211,53,4,0.0,0.079000004,0.0,0,0,0
212,54,1,0.0,0.057999998,1.0,1,0,0
213,54,2,0.0,0.086000003,0.0,0,1,0
214,54,3,1.0,0.025,0.0,0,0,1
215,54,4,0.0,0.079000004,0.0,0,0,0
216,55,1,0.0,0.057999998,1.0,1,0,0
217,55,2,0.0,0.086000003,0.0,0,1,0
218,55,3,1.0,0.025,0.0,0,0,1
219,55,4,0.0,0.079000004,0.0,0,0,0
220,56,1,0.0,0.115,0.0,1,0,0
221,56,2,0.0,0.086000003,0.0,0,1,0
222,56,3,0.0,0.061000001,0.0,0,0,1
223,56,4,1.0,0.063000001,1.0,0,0,0
224,57,1,0.0,0.11,0.0,1,0,0
225,57,2,0.0,0.018999999,1.0,0,1,0
226,57,3,0.0,0.054000001,0.0,0,0,1
227,57,4,0.0,0.079000004,0.0,0,0,0
228,58,1,0.0,0.103,1.0,1,0,0
229,58,2,0.0,0.097999997,0.0,0,1,0
230,58,3,0.0,0.048999999,0.0,0,0,1
231,58,4,0.0,0.079000004,0.0,0,0,0
232,59,1,0.0,0.103,1.0,1,0,0
233,59,2,0.0,0.097999997,0.0,0,1,0
234,59,3,0.0,0.048999999,0.0,0,0,1
235,59,4,0.0,0.079000004,0.0,0,0,0
236,60,1,0.0,0.103,1.0,1,0,0
237,60,2,0.0,0.097999997,0.0,0,1,0
238,60,3,0.0,0.048999999,0.0,0,0,1
239,60,4,0.0,0.079000004,0.0,0,0,0
240,61,1,0.0,0.108,0.0,1,0,0
241,61,2,0.0,0.086000003,1.0,0,1,0
242,61,3,0.0,0.054000001,0.0,0,0,1
243,61,4,0.0,0.079000004,0.0,0,0,0
244,62,1,0.0,0.108,0.0,1,0,0
245,62,2,0.0,0.086000003,1.0,0,1,0
246,62,3,0.0,0.054000001,0.0,0,0,1
247,62,4,0.0,0.079000004,0.0,0,0,0
248,63,1,0.0,0.108,0.0,1,0,0
249,63,2,0.0,0.086000003,1.0,0,1,0
250,63,3,0.0,0.054000001,0.0,0,0,1
251,63,4,0.0,0.079000004,0.0,0,0,0
252,64,1,0.0,0.108,1.0,1,0,0
253,64,2,0.0,0.086000003,0.0,0,1,0
254,64,3,0.0,0.054000001,0.0,0,0,1
255,64,4,0.0,0.079000004,0.0,0,0,0
256,65,1,0.0,0.108,1.0,1,0,0
257,65,2,0.0,0.086000003,0.0,0,1,0
258,65,3,0.0,0.054000001,0.0,0,0,1
259,65,4,0.0,0.079000004,0.0,0,0,0
260,66,1,0.0,0.108,0.0,1,0,0
261,66,2,0.0,0.086000003,1.0,0,1,0
262,66,3,0.0,0.054000001,0.0,0,0,1
263,66,4,0.0,0.079000004,0.0,0,0,0
264,67,1,0.0,0.108,0.0,1,0,0
265,67,2,0.0,0.086000003,1.0,0,1,0
266,67,3,0.0,0.054000001,0.0,0,0,1
267,67,4,0.0,0.079000004,0.0,0,0,0
268,68,1,0.0,0.108,0.0,1,0,0
269,68,2,0.0,0.086000003,1.0,0,1,0
270,68,3,0.0,0.025,0.0,0,0,1
271,68,4,0.0,0.079000004,0.0,0,0,0
272,69,1,0.0,0.108,0.0,1,0,0
273,69,2,0.0,0.086000003,1.0,0,1,0
274,69,3,0.0,0.025,0.0,0,0,1
275,69,4,0.0,0.079000004,0.0,0,0,0
276,70,1,0.0,0.122,0.0,1,0,0
277,70,2,0.0,0.086000003,1.0,0,1,0
278,70,3,0.0,0.050000001,0.0,0,0,1
279,70,4,0.0,0.086000003,0.0,0,0,0
280,71,1,0.0,0.125,1.0,1,0,0
281,71,2,0.0,0.086000003,0.0,0,1,0
282,71,3,0.0,0.050000001,0.0,0,0,1
283,71,4,0.0,0.086000003,0.0,0,0,0
284,72,1,0.0,0.115,0.0,1,0,0
285,72,2,0.0,0.086000003,0.0,0,1,0
286,72,3,0.0,0.061000001,0.0,0,0,1
287,72,4,1.0,0.074000001,1.0,0,0,0
288,73,1,0.0,0.115,0.0,1,0,0
289,73,2,0.0,0.086000003,0.0,0,1,0
290,73,3,0.0,0.061000001,0.0,0,0,1
291,73,4,1.0,0.074000001,1.0,0,0,0
292,74,1,0.0,0.108,0.0,1,0,0
293,74,2,0.0,0.068999998,0.0,0,1,0
294,74,3,0.0,0.061000001,0.0,0,0,1
295,74,4,0.0,0.086000003,1.0,0,0,0
296,75,1,0.0,0.108,0.0,1,0,0
297,75,2,0.0,0.068999998,0.0,0,1,0
298,75,3,0.0,0.061000001,0.0,0,0,1
299,75,4,0.0,0.086000003,1.0,0,0,0
300,76,1,0.0,0.115,0.0,1,0,0
301,76,2,0.0,0.050999999,0.0,0,1,0
302,76,3,0.0,0.066,0.0,0,0,1
303,76,4,0.0,0.086000003,1.0,0,0,0
304,77,1,0.0,0.115,0.0,1,0,0
305,77,2,0.0,0.050999999,0.0,0,1,0
306,77,3,0.0,0.066,0.0,0,0,1
307,77,4,0.0,0.086000003,1.0,0,0,0
308,78,1,0.0,0.115,0.0,1,0,0
309,78,2,0.0,0.081,0.0,0,1,0
310,78,3,0.0,0.066,0.0,0,0,1
311,78,4,0.0,0.081,1.0,0,0,0
312,79,1,0.0,0.115,0.0,1,0,0
313,79,2,0.0,0.081,0.0,0,1,0
314,79,3,0.0,0.066,0.0,0,0,1
315,79,4,0.0,0.081,1.0,0,0,0
316,80,1,0.0,0.115,0.0,1,0,0
317,80,2,0.0,0.081,0.0,0,1,0
318,80,3,0.0,0.061000001,0.0,0,0,1
319,80,4,0.0,0.081,1.0,0,0,0
320,81,1,0.0,0.115,0.0,1,0,0
321,81,2,0.0,0.081,0.0,0,1,0
322,81,3,0.0,0.061000001,0.0,0,0,1
323,81,4,0.0,0.081,1.0,0,0,0
324,82,1,0.0,0.112,1.0,1,0,0
325,82,2,0.0,0.081,0.0,0,1,0
326,82,3,0.0,0.061000001,0.0,0,0,1
327,82,4,0.0,0.081,0.0,0,0,0
328,83,1,0.0,0.112,1.0,1,0,0
329,83,2,0.0,0.081,0.0,0,1,0
330,83,3,0.0,0.061000001,0.0,0,0,1
331,83,4,0.0,0.081,0.0,0,0,0
332,84,1,0.0,0.122,1.0,1,0,0
333,84,2,0.0,0.086000003,0.0,0,1,0
334,84,3,0.0,0.061000001,0.0,0,0,1
335,84,4,0.0,0.086000003,0.0,0,0,0
336,85,1,0.0,0.122,1.0,1,0,0
337,85,2,0.0,0.086000003,0.0,0,1,0
338,85,3,0.0,0.061000001,0.0,0,0,1
339,85,4,0.0,0.086000003,0.0,0,0,0
340,86,1,0.0,0.122,1.0,1,0,0
341,86,2,0.0,0.086000003,0.0,0,1,0
342,86,3,0.0,0.061000001,0.0,0,0,1
343,86,4,0.0,0.086000003,0.0,0,0,0
344,87,1,0.0,0.122,1.0,1,0,0
345,87,2,0.0,0.086000003,0.0,0,1,0
346,87,3,0.0,0.061000001,0.0,0,0,1
347,87,4,0.0,0.086000003,0.0,0,0,0
348,88,1,0.0,0.122,1.0,1,0,0
349,88,2,0.0,0.086000003,0.0,0,1,0
350,88,3,0.0,0.061000001,0.0,0,0,1
351,88,4,0.0,0.086000003,0.0,0,0,0
352,89,1,0.0,0.122,1.0,1,0,0
353,89,2,0.0,0.086000003,0.0,0,1,0
354,89,3,0.0,0.061000001,0.0,0,0,1
355,89,4,0.0,0.086000003,0.0,0,0,0
356,90,1,0.0,0.122,1.0,1,0,0
357,90,2,0.0,0.086000003,0.0,0,1,0
358,90,3,0.0,0.061000001,0.0,0,0,1
359,90,4,0.0,0.086000003,0.0,0,0,0
360,91,1,0.0,0.11,0.0,1,0,0
361,91,2,0.0,0.074000001,1.0,0,1,0
362,91,3,0.0,0.061000001,0.0,0,0,1
363,91,4,0.0,0.081,0.0,0,0,0
364,92,1,0.0,0.11,0.0,1,0,0
365,92,2,0.0,0.074000001,1.0,0,1,0
366,92,3,0.0,0.061000001,0.0,0,0,1
367,92,4,0.0,0.081,0.0,0,0,0
368,93,1,0.0,0.103,0.0,1,0,0
369,93,2,0.0,0.081,1.0,0,1,0
370,93,3,0.0,0.066,0.0,0,0,1
371,93,4,0.0,0.081,0.0,0,0,0
372,94,1,0.0,0.103,0.0,1,0,0
373,94,2,0.0,0.081,1.0,0,1,0
374,94,3,0.0,0.066,0.0,0,0,1
375,94,4,0.0,0.079000004,0.0,0,0,0
376,95,1,0.0,0.103,0.0,1,0,0
377,95,2,0.0,0.081,1.0,0,1,0
378,95,3,0.0,0.066,0.0,0,0,1
379,95,4,0.0,0.079000004,0.0,0,0,0
380,96,1,0.0,0.103,0.0,1,0,0
381,96,2,0.0,0.081,1.0,0,1,0
382,96,3,0.0,0.066,0.0,0,0,1
383,96,4,0.0,0.079000004,0.0,0,0,0
384,97,1,0.0,0.125,0.0,1,0,0
385,97,2,0.0,0.081,1.0,0,1,0
386,97,3,0.0,0.066,0.0,0,0,1
387,97,4,0.0,0.079000004,0.0,0,0,0
388,98,1,0.0,0.125,0.0,1,0,0
389,98,2,0.0,0.081,1.0,0,1,0
390,98,3,0.0,0.066,0.0,0,0,1
391,98,4,0.0,0.079000004,0.0,0,0,0
392,99,1,0.0,0.02,1.0,1,0,0
393,99,2,0.0,0.097999997,0.0,0,1,0
394,99,3,0.0,0.048999999,0.0,0,0,1
395,99,4,0.0,0.079000004,0.0,0,0,0
396,100,1,0.0,0.103,0.0,1,0,0
397,100,2,0.0,0.081,1.0,0,1,0
398,100,3,0.0,0.048999999,0.0,0,0,1
399,100,4,0.0,0.079000004,0.0,0,0,0
400,101,1,0.0,0.103,0.0,1,0,0
401,101,2,1.0,0.061000001,1.0,0,1,0
402,101,3,0.0,0.048999999,0.0,0,0,1
403,101,4,0.0,0.079000004,0.0,0,0,0
404,102,1,0.0,0.108,1.0,1,0,0
405,102,2,0.0,0.081,0.0,0,1,0
406,102,3,0.0,0.050000001,0.0,0,0,1
407,102,4,0.0,0.079000004,0.0,0,0,0
408,103,1,0.0,0.108,1.0,1,0,0
409,103,2,0.0,0.081,0.0,0,1,0
410,103,3,0.0,0.050000001,0.0,0,0,1
411,103,4,0.0,0.079000004,0.0,0,0,0
412,104,1,0.0,0.108,0.0,1,0,0
413,104,2,0.0,0.081,1.0,0,1,0
414,104,3,0.0,0.050000001,0.0,0,0,1
415,104,4,0.0,0.079000004,0.0,0,0,0
416,105,1,0.0,0.108,0.0,1,0,0
417,105,2,0.0,0.081,1.0,0,1,0
418,105,3,0.0,0.050000001,0.0,0,0,1
419,105,4,0.0,0.079000004,0.0,0,0,0
420,106,1,0.0,0.108,0.0,1,0,0
421,106,2,0.0,0.081,1.0,0,1,0
422,106,3,0.0,0.050000001,0.0,0,0,1
423,106,4,0.0,0.079000004,0.0,0,0,0
424,107,1,0.0,0.108,1.0,1,0,0
425,107,2,0.0,0.081,0.0,0,1,0
426,107,3,0.0,0.050000001,0.0,0,0,1
427,107,4,0.0,0.079000004,0.0,0,0,0
428,108,1,0.0,0.115,0.0,1,0,0
429,108,2,0.0,0.081,1.0,0,1,0
430,108,3,0.0,0.043000001,0.0,0,0,1
431,108,4,0.0,0.079000004,0.0,0,0,0
432,109,1,0.0,0.108,0.0,1,0,0
433,109,2,0.0,0.063000001,1.0,0,1,0
434,109,3,0.0,0.050000001,0.0,0,0,1
435,109,4,0.0,0.079000004,0.0,0,0,0
436,110,1,0.0,0.108,1.0,1,0,0
437,110,2,0.0,0.050999999,0.0,0,1,0
438,110,3,0.0,0.050000001,0.0,0,0,1
439,110,4,0.0,0.079000004,0.0,0,0,0
440,111,1,0.0,0.108,1.0,1,0,0
441,111,2,0.0,0.046999998,0.0,0,1,0
442,111,3,0.0,0.050000001,0.0,0,0,1
443,111,4,0.0,0.079000004,0.0,0,0,0
444,112,1,0.0,0.103,0.0,1,0,0
445,112,2,0.0,0.074000001,1.0,0,1,0
446,112,3,0.0,0.061000001,0.0,0,0,1
447,112,4,0.0,0.081,0.0,0,0,0
448,113,1,0.0,0.103,0.0,1,0,0
449,113,2,0.0,0.074000001,1.0,0,1,0
450,113,3,0.0,0.061000001,0.0,0,0,1
451,113,4,0.0,0.081,0.0,0,0,0
452,114,1,0.0,0.103,0.0,1,0,0
453,114,2,0.0,0.074000001,1.0,0,1,0
454,114,3,0.0,0.061000001,0.0,0,0,1
455,114,4,0.0,0.081,0.0,0,0,0
456,115,1,0.0,0.103,0.0,1,0,0
457,115,2,0.0,0.074000001,1.0,0,1,0
458,115,3,0.0,0.061000001,0.0,0,0,1
459,115,4,0.0,0.081,0.0,0,0,0
460,116,1,0.0,0.125,0.0,1,0,0
461,116,2,0.0,0.081,1.0,0,1,0
462,116,3,0.0,0.066,0.0,0,0,1
463,116,4,0.0,0.079000004,0.0,0,0,0
464,117,1,0.0,0.125,0.0,1,0,0
465,117,2,0.0,0.081,1.0,0,1,0
466,117,3,0.0,0.066,0.0,0,0,1
467,117,4,0.0,0.079000004,0.0,0,0,0
468,118,1,0.0,0.103,0.0,1,0,0
469,118,2,0.0,0.081,1.0,0,1,0
470,118,3,0.0,0.048999999,0.0,0,0,1
471,118,4,0.0,0.079000004,0.0,0,0,0
472,119,1,0.0,0.103,0.0,1,0,0
473,119,2,0.0,0.081,1.0,0,1,0
474,119,3,0.0,0.048999999,0.0,0,0,1
475,119,4,0.0,0.079000004,0.0,0,0,0
476,120,1,0.0,0.103,0.0,1,0,0
477,120,2,0.0,0.081,1.0,0,1,0
478,120,3,0.0,0.048999999,0.0,0,0,1
479,120,4,0.0,0.079000004,0.0,0,0,0
480,121,1,0.0,0.103,0.0,1,0,0
481,121,2,0.0,0.081,1.0,0,1,0
482,121,3,0.0,0.048999999,0.0,0,0,1
483,121,4,0.0,0.079000004,0.0,0,0,0
484,122,1,0.0,0.125,0.0,1,0,0
485,122,2,0.0,0.081,1.0,0,1,0
486,122,3,0.0,0.048999999,0.0,0,0,1
487,122,4,0.0,0.079000004,0.0,0,0,0
488,123,1,0.0,0.108,0.0,1,0,0
489,123,2,0.0,0.081,1.0,0,1,0
490,123,3,0.0,0.050000001,0.0,0,0,1
491,123,4,0.0,0.079000004,0.0,0,0,0
492,124,1,0.0,0.103,0.0,1,0,0
493,124,2,0.0,0.081,1.0,0,1,0
494,124,3,0.0,0.048999999,0.0,0,0,1
495,124,4,0.0,0.079000004,0.0,0,0,0
496,125,1,0.0,0.103,0.0,1,0,0
497,125,2,0.0,0.081,1.0,0,1,0
498,125,3,0.0,0.048999999,0.0,0,0,1
499,125,4,0.0,0.079000004,0.0,0,0,0
500,126,1,0.0,0.103,0.0,1,0,0
501,126,2,0.0,0.081,1.0,0,1,0
502,126,3,0.0,0.048999999,0.0,0,0,1
503,126,4,0.0,0.079000004,0.0,0,0,0
504,127,1,0.0,0.103,0.0,1,0,0
505,127,2,0.0,0.081,1.0,0,1,0
506,127,3,0.0,0.048999999,0.0,0,0,1
507,127,4,0.0,0.079000004,0.0,0,0,0
508,128,1,0.0,0.103,0.0,1,0,0
509,128,2,0.0,0.081,1.0,0,1,0
510,128,3,0.0,0.048999999,0.0,0,0,1
511,128,4,0.0,0.079000004,0.0,0,0,0
512,129,1,0.0,0.103,0.0,1,0,0
513,129,2,1.0,0.061000001,1.0,0,1,0
514,129,3,0.0,0.048999999,0.0,0,0,1
515,129,4,0.0,0.079000004,0.0,0,0,0
516,130,1,0.0,0.108,0.0,1,0,0
517,130,2,0.0,0.081,1.0,0,1,0
518,130,3,0.0,0.050000001,0.0,0,0,1
519,130,4,0.0,0.079000004,0.0,0,0,0
520,131,1,0.0,0.122,0.0,1,0,0
521,131,2,0.0,0.086000003,1.0,0,1,0
522,131,3,0.0,0.050000001,0.0,0,0,1
523,131,4,0.0,0.086000003,0.0,0,0,0
524,132,1,0.0,0.108,0.0,1,0,0
525,132,2,0.0,0.086000003,1.0,0,1,0
526,132,3,0.0,0.054000001,0.0,0,0,1
527,132,4,0.0,0.079000004,0.0,0,0,0
528,133,1,0.0,0.055,0.0,1,0,0
529,133,2,0.0,0.086000003,1.0,0,1,0
530,133,3,0.0,0.050000001,0.0,0,0,1
531,133,4,1.0,0.068999998,0.0,0,0,0
532,134,1,0.0,0.055,0.0,1,0,0
533,134,2,0.0,0.086000003,1.0,0,1,0
534,134,3,0.0,0.050000001,0.0,0,0,1
535,134,4,1.0,0.068999998,0.0,0,0,0
536,135,1,0.0,0.108,0.0,1,0,0
537,135,2,0.0,0.086000003,1.0,0,1,0
538,135,3,0.0,0.054000001,0.0,0,0,1
539,135,4,0.0,0.079000004,0.0,0,0,0
540,136,1,0.0,0.088,0.0,1,0,0
541,136,2,0.0,0.063000001,1.0,0,1,0
542,136,3,0.0,0.061000001,0.0,0,0,1
543,136,4,0.0,0.063000001,0.0,0,0,0
544,137,1,0.0,0.115,0.0,1,0,0
545,137,2,0.0,0.081,0.0,0,1,0
546,137,3,0.0,0.061000001,0.0,0,0,1
547,137,4,0.0,0.081,1.0,0,0,0
548,138,1,0.0,0.115,0.0,1,0,0
549,138,2,0.0,0.081,0.0,0,1,0
550,138,3,0.0,0.061000001,0.0,0,0,1
551,138,4,0.0,0.081,1.0,0,0,0
552,139,1,0.0,0.115,0.0,1,0,0
553,139,2,0.0,0.081,0.0,0,1,0
